epoch,train_loss,val_loss,train_acc,val_acc,phase
0,0.6412146602358136,0.630555640298424,0.625,0.5957446808510638,3
1,0.6305824773652213,0.6828508968894363,0.6666666666666666,0.5106382978723404,3
