Date,Close_SPY,Returns_SPY,Close_VIX,Regime,RealizedVol_30d,Volume,Return_lag_1,Return_lag_2,Return_lag_3,Return_lag_4,Return_lag_5,Return_lag_6,Return_lag_7,Return_lag_8,Return_lag_9,Return_lag_10,Price_lag_1,Price_lag_2,Price_lag_3,Price_lag_4,Price_lag_5,MA_5,Return_MA_5,MA_20,Return_MA_20,MA_60,Return_MA_60,Vol_20d,Vol_60d,Price_to_MA20,Price_to_MA60,Distance_from_MA20_pct,VIX_level,VIX_change,VIX_pct_change,VIX_MA_10,VIX_MA_60,VIX_Vol_60,VIX_zscore,Regime_binary,Regime_change,Days_in_regime,Volume_MA_20,Volume_ratio,Volume_spike,Forward_5d_return,Direction_label
2020-05-11,-2.5436585662211226,-0.03872266002785608,0.9364771387890293,High,2.9692144517126926,-0.10140042116501279,1.3652237792050277,0.9774407542167647,-0.6440656755041098,0.7333223571582143,0.17660502425621868,-2.329657429801248,-0.855889052694902,2.1785891197260256,-0.451964226847836,1.1714642731674554,-2.5328267057086893,-2.6216291150124302,-2.6814136495462773,-2.627487407284807,-2.669839482707845,-2.6117478514214962,1.1373166692202532,-2.629426303850279,1.0881130516330886,-2.4766325045695563,-1.7799547534285127,1.6287909731647354,4.7998004763536,0.8711372438615567,0.5880286499071979,0.871137243861556,0.9364771387890293,-0.21514436042438817,-0.21653810783801708,2.0289455124891673,3.675341676824314,5.5362606623797435,-0.6399179934437813,1,False,0.08322372820192847,1.0967630556665862,-0.7135261275897697,0,0.008547017253972777,1
2020-05-12,-2.668887931509714,-1.7731665561550736,1.9699520579363579,High,2.928079915591201,0.43901071620605364,-0.04073227128941176,1.3629986412082964,0.9776622733987661,-0.644632054208177,0.7343267971390992,0.17814909543244312,-2.327613515884053,-0.8558665122322183,2.1794067107417763,-0.4530967597849858,-2.5315411128235183,-2.5200014329762563,-2.608409492285136,-2.668659968672411,-2.6144043785550233,-2.609690037350547,-0.05547491668444367,-2.626378903962247,-0.022433855545627393,-2.4929284812273345,-2.0668827234520055,1.526936783112863,4.812814825144557,0.04650719666604732,0.16859732567185062,0.04650719666604562,1.9699520579363579,2.986019336848332,2.5404052647758055,2.018159326193571,3.735527716169215,5.354500167996393,-0.371872039981505,1,False,0.0987364634335222,0.9921901683363153,-0.17279132857067764,0,0.018488385670106577,1
2020-05-13,-2.7777917512842794,-1.5797226693439597,2.3931661520004597,High,2.948461051932107,2.052991994950891,-1.7732848737345794,-0.0434946522787638,1.3631441982187031,0.9765700568464801,-0.6441180404068031,0.7341424782300112,0.17906610058190855,-2.3233169209851328,-0.8548614170085677,2.176057979481405,-2.6564060059011565,-2.518719883108886,-2.5070962199779827,-2.5958647440424194,-2.65545198104494,-2.6210499544647488,-0.5014676620933315,-2.6223156457228356,0.05761166457312325,-2.510624178242977,-2.2681979749484618,1.474748992590921,4.822740543841891,-0.6790456961029463,-0.18307014641190308,-0.6790456961029502,2.3931661520004597,1.2275554575893557,0.8503554708261893,2.1005822448386158,3.7991023234482912,5.170712063225976,-0.2780167803628537,1,False,0.11424919866511592,1.0548861944743129,1.2590472373417554,0,0.05443894299610941,1
2020-05-14,-2.705404214203072,0.9743678339158303,1.88870993152825,High,2.48926037869746,1.30157185999267,-1.580051924389805,-1.7767092965741609,-0.043071989576808974,1.3619269909205822,0.9776610708381226,-0.6400305332796773,0.7348096420095107,0.17608301412541771,-2.3222211494887337,-0.8556546210945435,-2.764992867940744,-2.6431920927863604,-2.5058186348940104,-2.4948414230112976,-2.5828776902291213,-2.632667045114819,-0.5055356397799177,-2.6161043604821255,0.21811196766482271,-2.5277309212817776,-2.1724508078223352,1.5130824781866157,4.828823238643622,-0.25494033042809977,0.1761624168812891,-0.2549403304281039,1.88870993152825,-1.4455224673297913,-1.0062205948769458,2.0692411598793177,3.855775437731036,4.985541961167403,-0.4696402471659607,1,False,0.12976193389670965,1.028053745601276,0.5948892971670243,0,0.0347755559748415,1
2020-05-15,-2.67726476547947,0.3395541518024766,1.7526764694997923,High,2.420906046212309,0.9437030317796891,0.9712535160363097,-1.5834025091830675,-1.775945157915774,-0.04383323772665151,1.3631551568581577,0.9767226545160823,-0.6387458706622628,0.7302126134000834,0.1770243434213366,-2.3217785110212215,-2.6928160102447163,-2.751437463657792,-2.6299057597901423,-2.4935674942836634,-2.4821609754039597,-2.6590736010693394,-0.9941367705487192,-2.6164852066433792,-0.28561280413756307,-2.5439416422750867,-2.056459294785014,1.2592825155447427,4.830371597300896,-0.07205192148498461,0.358462974552505,-0.07205192148498928,1.7526764694997923,-0.3839139117880868,-0.31262772822468976,1.9613790640207296,3.906541859710744,4.814667543066599,-0.5489868061974721,1,False,0.14527466912830336,0.9309512870176724,0.32814894376599885,0,0.031996606371472724,1
2020-05-18,-2.4899583596623085,2.567164752120972,1.2633346777363026,High,2.4717817478615136,1.2264371151498823,0.3371320552792886,0.9688778343841676,-1.5826764556056752,-1.7761445298898426,-0.04310539430523263,1.361022087236535,0.977280812387517,-0.6393539385802091,0.7311197020795002,0.17536206251333145,-2.6647584596211944,-2.6794875925325656,-2.737816247517124,-2.617299490780688,-2.480890913055394,-2.64835661779481,0.2429621429935562,-2.6022954553219186,0.7946676115050438,-2.5561014628532917,-1.5133810983509304,1.4456660904524088,4.868575499729562,1.033494973693516,1.155349701939642,1.0334949736935128,1.2633346777363026,-1.4019703075851533,-1.0778619501577267,1.8256355740394656,3.9445311849318903,4.678849936759613,-0.7405182560568327,1,False,0.1607874043598971,0.9844896784724727,0.5548776771957293,0,0.013830710993088635,1
2020-05-19,-2.555042213504753,-0.941072695064681,1.4957250552465868,High,1.6586909242743821,0.41649441146555854,2.5623135970021984,0.33451406355554625,0.9691010406227891,-1.5829384940699032,-1.77603323140034,-0.040880436479884666,1.3614075561880674,0.9719796200522466,-0.638362222039112,0.7289907499062543,-2.4779971973468164,-2.651518279155779,-2.6660889706598208,-2.724901146477067,-2.6042473824205183,-2.625636357782408,0.6379839719187312,-2.5822647374376553,1.2461297014830235,-2.5656098388789172,-1.2083225808351634,1.0859798591004293,4.830346838416546,0.4847570311330738,0.9401052677443082,0.4847570311330664,1.4957250552465868,0.6776977589240691,0.5162862593877011,1.7629534429379747,3.9616294910249166,4.6296074080696945,-0.6764206551185645,1,False,0.17630013959149082,0.8992512148637798,-0.1440388993644462,0,0.03959311704484603,1
2020-05-20,-2.448502312239014,1.4068007310268662,1.0158298715172978,High,1.6995587101253375,0.10831673854194612,-0.9420983546838267,2.5605458901719125,0.33486225141492804,0.9680116000109585,-1.5827584318410313,-1.7684378981695006,-0.03986500814768158,1.354990816306716,0.972871769534464,-0.639337766496039,-2.5428916287159242,-2.465344356090054,-2.6382061870952223,-2.6533791479113185,-2.7115224666374473,-2.559919861759952,2.055783081981098,-2.5633980509191265,1.1291362967282275,-2.570234121107744,-0.5782105420029783,1.0171586536874178,4.806485299144442,1.037910226079587,1.3848799481086655,1.0379102260795805,1.0158298715172978,-1.3747499481472136,-1.1034854897933206,1.638199734962276,3.962064718737106,4.628355747823045,-0.8368824034978614,1,False,0.19181287482308454,0.879879358395108,-0.42220386391433407,0,0.020341164328696593,1
2020-05-21,-2.4925370505506974,-0.651066126493525,1.306790011642614,High,1.500402046254571,-0.1417183179732683,1.4032148743399837,-0.9452051650825612,2.5604555078002247,0.3339784598211092,0.9690995679720112,-1.5757620607872866,-1.7666461740462365,-0.04221229388202617,1.355859298871476,0.9705392084671335,-2.436661805148652,-2.5300347031458403,-2.4526082379327585,-2.6255761628616607,-2.6402175376393897,-2.5174378308936376,1.284137086424061,-2.546679356368671,0.9756200056645239,-2.575160225580985,-0.6211925026541811,1.0536060721902047,4.807854217521597,0.647766382508886,1.2323042476127894,0.6477663825088791,1.306790011642614,0.846466271897618,0.6850240783527858,1.599328675285348,3.9681890248962364,4.611346979710154,-0.7445189540469138,1,False,0.20732561005467828,0.8077030109000601,-0.6236463175720836,0,0.03201331155908371,1
2020-05-22,-2.4805076637947403,0.10717755761486608,1.047948843344573,High,1.4589780573820021,-0.6153602693574434,-0.6524080186481342,1.4010042534753033,-0.9446048484121278,2.5588500778022953,0.3348407697719535,0.9681876839056379,-1.5740569175418897,-1.7639786918079634,-0.04125747574534613,1.353204177306039,-2.4805683831171583,-2.4241389581757544,-2.5170984498080453,-2.440509381639616,-2.612498934766772,-2.47817089500968,1.1738204123951186,-2.5334841982325633,0.7051018725608736,-2.5752703548280156,0.002533969847783589,1.0008698991951213,4.724546902767721,0.6372270974671411,1.2807061282054022,0.6372270974671371,1.047948843344573,-0.7377837764320403,-0.627253444436286,1.6029919230148355,3.933992412710185,4.676027402271515,-0.8087453974732685,1,False,0.222838345286272,0.7500374541543631,-1.05140526749732,0,0.03422013434250837,1
