Price,Close,High,Low,Open,Volume,Returns
Ticker,SPY,SPY,SPY,SPY,SPY,
Date,,,,,,
2020-01-02,297.69903564453125,297.71738081409677,295.55474819517633,296.4802843719158,59151200,
2020-01-03,295.44476318359375,296.57190037053346,294.24432922039875,294.299308793889,77709700,-0.007572320333711913
2020-01-06,296.5718994140625,296.65436877403187,293.5662002585836,293.68533198915986,55653900,0.003815048939514787
2020-01-07,295.7380065917969,296.4802588000456,295.28896945413396,296.0037318756029,40496400,-0.002811772875019991
2020-01-08,297.3141174316406,298.53286845352926,295.6829916921281,295.93039974358743,68296000,0.005329415917850744
2020-01-09,299.3301086425781,299.4034333774434,298.29461349284884,298.88109951100057,48473300,0.006780677716728523
2020-01-10,298.4686584472656,300.07229409242746,298.0013322184309,299.91652800454466,53029300,-0.0028779269790769613
2020-01-13,300.5214538574219,300.530598477089,298.661236867712,299.09192887839345,47086800,0.006877758692773961
2020-01-14,300.0632019042969,301.1353314053116,299.50420569698866,300.0815191045464,62832800,-0.001524856036875244
2020-01-15,300.7413024902344,301.5018717974519,299.8890912511953,299.9715606002773,72056600,0.002259859195109737
2020-01-16,303.24298095703125,303.24298095703125,301.8959256745201,302.1250165187214,54050300,0.008318373452805394
2020-01-17,304.1868591308594,304.3976048271327,303.17885374044386,303.9577682678192,95846000,0.0031126134258714355
2020-01-21,303.5911560058594,304.39756019996634,303.15131951102944,303.2246162717714,77742400,-0.0019583460202786673
2020-01-22,303.6277770996094,305.10313638265757,303.47201101725864,304.45249838050813,48914900,0.00012062635233456298
2020-01-23,303.97607421875,304.388448943037,301.85927695982,302.9772414486863,51963000,0.0011471187599096933
2020-01-24,301.27276611328125,304.71830123070856,299.980690444246,304.635831885688,87578400,-0.008893160793712274
2020-01-27,296.4435729980469,297.92807729720744,295.6738310638596,296.0128810624095,84062500,-0.01602930519587209
2020-01-28,299.55010986328125,300.4298110867822,296.53526579671535,297.8731488190477,63834000,0.010479353064789976
2020-01-29,299.3027038574219,301.14460382259557,299.10110272707846,300.915512900169,53888900,-0.0008259252716424914
2020-01-30,300.2739562988281,300.484729951174,296.48022631294674,297.231623057657,75491800,0.003245050675749761
2020-01-31,294.82159423828125,299.80661315994996,293.9052308771685,299.650819083877,113845600,-0.018157958578068456
2020-02-03,297.01165771484375,298.88104661033793,296.1869363673335,296.3060680665093,69083000,0.007428436448900122
2020-02-04,301.5385437011719,302.4091001332266,300.31062007845776,300.6313528673828,62573200,0.015241442107549519
2020-02-05,305.0207824707031,305.231556171701,303.0139718620642,304.4801312883504,65951100,0.011548237670677919
2020-02-06,306.0470886230469,306.23951712579645,304.9657584507148,305.98293646706554,50359700,0.0033647089356685367
2020-02-07,304.416015625,306.0562864230658,303.86619184212464,304.98415661339817,64139400,-0.0053294837908287596
2020-02-10,306.68853759765625,306.7526897560034,303.49043784674745,303.5271002179738,42070000,0.007465185325385981
2020-02-11,307.2200622558594,308.8328431375756,306.6885557198552,308.0447838834138,54864500,0.0017331089787921972
2020-02-12,309.1993408203125,309.41008649783373,308.292122067066,308.65866182227705,43992700,0.006442543334962192
2020-02-13,308.8694152832031,309.84075815537994,307.4948703170825,307.769768124231,54501900,-0.00106703182559853
2020-02-14,309.3642883300781,309.48342004608406,308.0813851676903,309.28181898019517,64582200,0.0016022079959625568
2020-02-18,308.5670166015625,309.42840031991096,307.17412652158396,308.3654155618387,57226200,-0.0025771291599919754
2020-02-19,310.04241943359375,310.7205194664191,309.25436025654744,309.53843070084963,48814700,0.0047814664324163925
2020-02-20,308.76873779296875,310.31739457229963,305.7722108107942,309.4926449291918,74163400,-0.004108088315630587
2020-02-21,305.5889587402344,307.72407373075947,304.7642090866624,307.4125134469386,113788200,-0.010298254530115125
2020-02-24,295.4538879394531,305.66216126608373,294.37255791706946,296.11367067972515,161088400,-0.03316569696288196
2020-02-25,286.50103759765625,297.4607370329087,285.6213364835221,296.84678915931295,218913200,-0.030302022438207232
2020-02-26,285.44720458984375,291.5043533570455,284.71412504182155,287.9030518374297,194773800,-0.0036782868803861835
2020-02-27,272.6273498535156,285.5022475434753,272.6273498535156,279.9124238619062,284353500,-0.04491147410166041
2020-02-28,271.4817810058594,272.9754575536468,261.6583660060292,264.55407718504784,384975800,-0.004201958637942149
2020-03-02,283.2387390136719,283.30289115857585,269.8323389882185,273.2687014842087,238703600,0.043306618824482834
2020-03-03,275.1289367675781,287.5914845326907,272.6822621634208,283.61447075418994,300139100,-0.02863239073276025
2020-03-04,286.6934509277344,286.91339716852445,277.9605085084488,280.51717032303884,176613400,0.042033071097591135
2020-03-05,277.1632995605469,282.67065320761304,274.9182257388986,279.4725535047731,186366800,-0.03324160819282096
2020-03-06,272.5815124511719,273.791119131795,265.95622142791865,268.6319875169598,228667200,-0.01653100218044601
2020-03-09,251.29437255859375,260.4213451842033,250.57961014752544,252.27486024960146,309417300,-0.07809458426272153
2020-03-10,264.2976379394531,264.38925193981623,250.62547885412963,260.8337841766403,276444100,0.051745151506834564
2020-03-11,251.4134979248047,258.35954950898685,248.2245705699744,257.22326762073214,255316300,-0.04874860068783515
2020-03-12,227.35891723632812,244.35746061709935,226.9648737146384,234.5890236964178,392220700,-0.09567736373355362
2020-03-13,246.79501342773438,248.774361854502,227.73465068878733,241.08605901212414,329566100,0.08548640373407213
2020-03-16,219.78973388671875,235.4137163108471,217.5079843316122,221.0084847199583,297240000,-0.10942392703134263
2020-03-17,231.65664672851562,234.7448005802353,217.24225582936077,224.54565851971734,262070500,0.05399211615549415
2020-03-18,219.92723083496094,227.59718853589922,208.94920047757623,216.49086785316467,327597100,-0.05063276214690571
2020-03-19,220.3945770263672,226.69000368455985,212.7979298783139,219.23996406752087,289322000,0.0021250037552509315
2020-03-20,210.8968505859375,225.34070206512823,210.62032218585884,223.5525010180808,347158800,-0.043094193008630266
2020-03-23,205.50462341308594,211.7080109730358,201.18160390772394,210.3346093753875,326025200,-0.025568078223407675
2020-03-24,224.1239471435547,224.99962261556414,215.50557615248505,216.07705777437212,235494500,0.09060294323910156
2020-03-25,227.47915649414062,236.29111690961022,220.99002898483698,225.7093944461487,299430300,0.014970329558031903
2020-03-26,240.7615966796875,242.23637714950428,229.56230316059742,229.99552765925554,257632800,0.058389702117121134
2020-03-27,233.59036254882812,240.40210846129074,231.40581506771846,233.4521053910937,224341200,-0.02978562291394038
2020-03-30,241.17636108398438,241.8953263873629,233.6917407130098,235.69194049956965,171369500,0.03247564862000907
2020-03-31,237.58155822753906,242.72492158244737,236.17127891009355,240.17167888160807,194881100,-0.014905286904107085
2020-04-01,226.8892364501953,237.49861037670934,224.8152945665013,228.57604420337796,189554600,-0.045004847417927096
2020-04-02,232.12478637695312,232.90826706559199,225.45129745089525,226.00435422566696,177660400,0.023075356101817768
2020-04-03,228.7696075439453,233.4981993171639,226.03200326101012,231.1385026260033,135561200,-0.014454203212746375
2020-04-06,244.1352081298828,246.1077708063619,228.75117988905635,237.6645195634411,188061200,0.06716626719301355
2020-04-07,244.38404846191406,253.5093852537286,244.16283704114784,252.7535420599355,201427200,0.0010192726151112552
2020-04-08,252.58770751953125,254.40356014283782,244.49472582568018,246.99266594933434,153774500,0.03356871739071665
2020-04-09,256.4314270019531,259.1966831027809,253.91503382352957,255.85991711221806,189999200,0.015217365564492713
2020-04-13,254.09017944335938,255.79542640181833,250.17273313889677,255.4543826360547,114839100,-0.009130111648038786
2020-04-14,261.5840148925781,262.6071461374814,253.9519092553873,258.9938939542684,134143400,0.02949281812321769
2020-04-15,256.02581787109375,261.72223788702536,253.90577161399165,255.8506827589529,121775000,-0.021248228886489473
2020-04-16,257.2609558105469,258.1181783094226,254.18230790119935,257.3070321527782,131798300,0.004824271043145423
2020-04-17,264.2109069824219,264.8192383185562,260.3026608505208,263.0494908996366,146684800,0.02701518055850305
2020-04-20,259.55609130859375,264.34921201872885,259.3348798735403,260.4962680372042,100109300,-0.01761780286435266
2020-04-21,251.6751251220703,256.2838842278016,250.73492026153588,255.07639159247063,126385700,-0.030363248832999012
2020-04-22,257.2609558105469,259.0122787598645,255.2423169392362,256.5696418992661,92951600,0.02219460777368143
2020-04-23,257.2424621582031,261.72219022348287,256.9382964622987,258.54213548178336,104709700,-7.188674350322444e-05
2020-04-24,260.8280334472656,261.50092219567523,256.7078029533147,258.7633190066793,85063200,0.013938489232999896
2020-04-27,264.5888671875,265.7134056117483,262.34901685933136,262.80989280157024,77896600,0.014418824888294601
2020-04-28,263.3721618652344,268.5984790155817,263.0679680071773,268.2482088176414,105270000,-0.004598475118015477
2020-04-29,270.26690673828125,271.8062450162346,267.6860122880096,268.71837006811825,118745600,0.026178715412507714
2020-04-30,267.75048828125,270.36826016718874,266.00836377753785,268.8842250570301,122901700,-0.009310864165356647
2020-05-01,260.6622009277344,267.9163831355571,259.4915581319008,262.9850053506957,125180000,-0.026473480586410525
2020-05-04,261.3811950683594,261.6853608206869,257.28861435013727,258.7726214184617,80873200,0.0027583367978403217
2020-05-05,263.796142578125,266.6167007575491,261.5101880508397,264.2109421284769,79569900,0.00923917846933886
2020-05-06,262.0079650878906,265.88853252564763,261.57474059035235,265.5014124986934,73632600,-0.006778633958625102
2020-05-07,265.1695556640625,267.10524010350366,264.6626034171381,265.23408504229155,75250400,0.012066772760558342
2020-05-08,269.55712890625,270.02723137851206,267.1789932426563,268.3127582106148,76452400,0.016546293299770864
2020-05-11,269.6124572753906,270.9950852614183,267.1974715605378,267.6214695999542,79514200,0.00020525656051129104
2020-05-12,264.2386169433594,271.2162571149369,264.1003316612484,270.80148565750676,95870800,-0.019931721205827868
2020-05-13,259.5653381347656,264.7179278299637,257.1318996402703,263.676343692379,144721100,-0.01768582829660925
2020-05-14,262.671630859375,262.8006614934409,251.62903335784046,257.1226947425799,121977900,0.01196728633696309
2020-05-15,263.879150390625,263.9252267368411,259.3256934508307,260.27509684590956,111146300,0.004597068694854434
2020-05-18,271.9168395996094,273.5299055972342,269.7968212545865,270.11941195040055,119703800,0.030459735818786804
2020-05-19,269.12396240234375,273.0321823141548,269.10553748697095,271.3177369063047,95189300,-0.010271071116368047
2020-05-20,273.69580078125,274.5622498678464,272.44223162680925,272.6726696151671,85861700,0.016987853248352947
2020-05-21,271.8061828613281,274.37787833131114,270.70929593838184,273.56673222395926,78293900,-0.006904080787969891
2020-05-22,272.3223876953125,272.49752280932586,270.2760973212516,271.5204680309544,63958200,0.0018991651644941765
2020-05-26,275.6776428222656,278.5443068667933,272.3409042715795,278.30464228702726,88951400,0.01232089346509091
2020-05-27,279.7794189453125,279.816296906292,273.64054647059055,278.4797450847971,104817400,0.014878885647217288
